Species	Ensembl ID	Gene Name	Log2FC	FDR
Microbat	ENSMLUG00000007330	FYN	0.872331	1.38825E-05
Microbat	ENSMLUG00000000016	MICU1	0.868408	8.62295E-10
Microbat	ENSMLUG00000003130	VPS54	0.867641	3.11322E-12
Microbat	ENSMLUG00000013226	CSF1R	0.866585	0.0313508
Microbat	ENSMLUG00000013685	NA	0.866437	2.65247E-14
Microbat	ENSMLUG00000027759	SLC22A15	0.864242	0.00500504
Microbat	ENSMLUG00000027856	NA	0.862737	0.0106463
Microbat	ENSMLUG00000022913	NA	0.860794	0.016639
Microbat	ENSMLUG00000009498	MARCH5	0.860593	2.96036E-11
Microbat	ENSMLUG00000005741	RECQL	0.860085	3.75909E-08
Microbat	ENSMLUG00000008320	JADE1	0.859675	0.000547177
Microbat	ENSMLUG00000022858	NA	0.858778	0.000096947
Microbat	ENSMLUG00000010935	NEMP2	0.852856	0.00378573
Microbat	ENSMLUG00000000724	LPL	0.850733	0.00904807
Microbat	ENSMLUG00000022980	NA	0.849838	0.0322616
Microbat	ENSMLUG00000009225	KCND1	0.848791	0.0488243
Microbat	ENSMLUG00000007192	THAP4	0.848432	0.000330523
Microbat	ENSMLUG00000006324	PABPC1L	0.84498	0.0494054
Microbat	ENSMLUG00000026605	NA	0.844734	0.0096003
Microbat	ENSMLUG00000011689	EHD4	0.839195	0.00223912
Microbat	ENSMLUG00000001303	AKAP12	0.834803	0.00088063
Microbat	ENSMLUG00000000471	NLRX1	0.833337	0.00495599
Microbat	ENSMLUG00000007846	NA	0.830258	6.17403E-09
Microbat	ENSMLUG00000006268	PSEN2	0.82966	1.82531E-05
Microbat	ENSMLUG00000017753	GTPBP2	0.829599	1.2851E-06
Microbat	ENSMLUG00000030088	FOXF2	0.829405	0.00737167
Microbat	ENSMLUG00000013698	LZTS2	0.825564	2.34445E-06
Microbat	ENSMLUG00000000618	RIPK2	0.825125	2.66201E-08
Microbat	ENSMLUG00000015124	TERF2IP	0.824208	0.000010724
Microbat	ENSMLUG00000010928	WDR19	0.823037	1.36656E-10
Microbat	ENSMLUG00000013107	MAN2A1	0.823009	3.11796E-06
Microbat	ENSMLUG00000005603	ARHGAP27	0.822932	0.0174376
Microbat	ENSMLUG00000006238	MGP	0.820602	7.42941E-07
Microbat	ENSMLUG00000017418	HMGA2	0.818753	0.00668491
Microbat	ENSMLUG00000017627	NA	0.817371	0.0119773
Microbat	ENSMLUG00000002264	TAOK3	0.81681	5.66608E-07
Microbat	ENSMLUG00000016168	HYDIN	0.814539	0.00575457
Microbat	ENSMLUG00000004838	LMO4	0.812831	1.38009E-07
Microbat	ENSMLUG00000002559	TMEM100	0.812826	0.020018
Microbat	ENSMLUG00000000631	NXT2	0.812666	0.000376361
Microbat	ENSMLUG00000014773	PHF21A	0.810681	0.000100868
Microbat	ENSMLUG00000013413	STARD13	0.810042	0.000250868
Microbat	ENSMLUG00000025491	NA	0.808996	0.00243681
Microbat	ENSMLUG00000024254	NA	0.808729	5.8077E-06
Microbat	ENSMLUG00000002482	C6orf106	0.807817	1.97614E-05
Microbat	ENSMLUG00000002913	CCP110	0.806501	1.99868E-06
Microbat	ENSMLUG00000006148	NA	0.803602	0.000507496
Microbat	ENSMLUG00000010199	NA	0.803289	0.0376406
Microbat	ENSMLUG00000010798	MTMR11	0.796205	3.66915E-07
Microbat	ENSMLUG00000006505	NA	0.7958	1.01861E-05
Microbat	ENSMLUG00000030635	NA	0.793057	0.00879932
Microbat	ENSMLUG00000007858	CPA3	0.790691	0.0274048
Microbat	ENSMLUG00000000542	SCFD1	0.790449	1.19711E-07
Microbat	ENSMLUG00000008549	HES1	0.790269	0.000534358
Microbat	ENSMLUG00000014362	SLC8A1	0.789769	7.74052E-05
Microbat	ENSMLUG00000011757	NA	0.785096	9.30103E-07
Microbat	ENSMLUG00000002905	GDE1	0.780861	1.42086E-06
Microbat	ENSMLUG00000022709	NA	0.77834	0.0067519
Microbat	ENSMLUG00000002033	NOD1	0.777813	6.08965E-05
Microbat	ENSMLUG00000012801	PLAU	0.772323	0.00121623
Microbat	ENSMLUG00000010830	NA	0.76774	0.00231045
Microbat	ENSMLUG00000000611	NA	0.766713	7.27833E-10
Microbat	ENSMLUG00000024196	NA	0.765709	0.000122005
Microbat	ENSMLUG00000011987	NA	0.763789	0.0016306
Microbat	ENSMLUG00000024293	SUSD6	0.761398	2.64398E-08
Microbat	ENSMLUG00000003817	CASP7	0.760796	1.32548E-05
Microbat	ENSMLUG00000004344	UBIAD1	0.75861	0.000431425
Microbat	ENSMLUG00000014469	RBBP8	0.758224	1.56036E-07
Microbat	ENSMLUG00000013647	NCEH1	0.757388	2.70507E-06
Microbat	ENSMLUG00000004312	FNTB	0.756072	0.000105837
Microbat	ENSMLUG00000003688	VPS13A	0.756017	2.59199E-06
Microbat	ENSMLUG00000003788	CCDC77	0.750304	0.000328544
Microbat	ENSMLUG00000013658	ECT2	0.746437	3.02482E-06
Microbat	ENSMLUG00000005687	SLC28A1	0.746049	0.000332948
Microbat	ENSMLUG00000005754	RICTOR	0.745143	1.01861E-05
Microbat	ENSMLUG00000005340	ELL2	0.742847	7.37735E-10
Microbat	ENSMLUG00000002453	FERMT2	0.741746	1.47993E-09
Microbat	ENSMLUG00000010929	CD47	0.740765	9.99219E-06
Microbat	ENSMLUG00000008122	CUEDC1	0.740542	0.0239863
Microbat	ENSMLUG00000010259	PGRMC2	0.740269	2.6877E-08
Microbat	ENSMLUG00000011739	MYD88	0.740264	8.04914E-05
Microbat	ENSMLUG00000010383	DHTKD1	0.738498	0.00603993
Microbat	ENSMLUG00000022798	NA	0.737729	2.69318E-05
Microbat	ENSMLUG00000012465	CTSO	0.736688	3.07786E-06
Microbat	ENSMLUG00000015906	ZUFSP	0.735154	1.50208E-05
Microbat	ENSMLUG00000002917	PLXNC1	0.734883	0.00897661
Microbat	ENSMLUG00000005636	CSRNP1	0.734713	0.00180341
Microbat	ENSMLUG00000005544	NA	0.733486	0.00114777
Microbat	ENSMLUG00000006141	CCDC80	0.733377	2.09789E-07
Microbat	ENSMLUG00000023891	COX18	0.729123	9.45473E-06
Microbat	ENSMLUG00000009820	CREB3L1	0.727733	0.00538932
Microbat	ENSMLUG00000016390	NA	0.726293	0.000625564
Microbat	ENSMLUG00000009229	PIK3CA	0.723624	5.31978E-06
Microbat	ENSMLUG00000017290	ESPL1	0.720219	1.83677E-07
Microbat	ENSMLUG00000012862	ELF4	0.719743	0.000043922
Microbat	ENSMLUG00000009582	PLGRKT	0.719405	0.000267334
Microbat	ENSMLUG00000013339	ZDHHC14	0.719059	0.0386163
Microbat	ENSMLUG00000007645	ALCAM	0.718861	4.98207E-05
Microbat	ENSMLUG00000008028	ADPRH	0.717868	2.53992E-06
Microbat	ENSMLUG00000005323	MAMLD1	0.715953	0.00180418
Microbat	ENSMLUG00000012915	LRP10	0.714725	0.00762737
Microbat	ENSMLUG00000002144	CAB39L	0.714386	0.00157283
Microbat	ENSMLUG00000023346	NA	0.714295	4.21534E-07
Microbat	ENSMLUG00000009787	NA	0.71408	1.16982E-07
Microbat	ENSMLUG00000010483	SERP1	0.713977	1.84923E-06
Microbat	ENSMLUG00000010157	ABCA1	0.710897	0.000338609
Microbat	ENSMLUG00000027244	NA	0.710561	0.038204
Microbat	ENSMLUG00000007407	GRIA3	0.7095	0.000038638
Microbat	ENSMLUG00000011035	AKAP2	0.707715	4.49572E-05
Microbat	ENSMLUG00000008563	NA	0.705457	3.35291E-07
Microbat	ENSMLUG00000028955	NA	0.705299	1.2851E-06
Microbat	ENSMLUG00000012732	ANXA3	0.704147	0.0106858
Microbat	ENSMLUG00000016387	NA	0.703286	0.0443847
Microbat	ENSMLUG00000016885	XRN1	0.703195	1.33006E-07
Microbat	ENSMLUG00000009622	AK4	0.703104	7.51436E-05
Microbat	ENSMLUG00000015396	VBP1	0.702588	4.39382E-05
Microbat	ENSMLUG00000006900	CNEP1R1	0.702302	0.00151368
Microbat	ENSMLUG00000001791	WSB1	0.70072	1.24775E-08
Microbat	ENSMLUG00000001174	TSKU	0.699254	0.00280455
Microbat	ENSMLUG00000030451	NA	0.697773	0.00444767
Microbat	ENSMLUG00000007807	SLC7A2	0.695081	0.00151362
Microbat	ENSMLUG00000011700	NA	0.69361	0.00115505
Microbat	ENSMLUG00000006257	NA	0.693288	0.000254884
Microbat	ENSMLUG00000014396	ARSK	0.689925	3.81229E-05
Microbat	ENSMLUG00000028171	NA	0.689136	0.0434053
Microbat	ENSMLUG00000025214	NA	0.688934	0.00192584
Microbat	ENSMLUG00000006536	FER1L6	0.688825	0.0431725
Microbat	ENSMLUG00000006209	PPM1E	0.687732	0.0173605
Microbat	ENSMLUG00000009909	AMIGO2	0.684868	0.0103407
Microbat	ENSMLUG00000009444	ARRDC3	0.684752	0.00351414
Microbat	ENSMLUG00000022216	NA	0.684437	2.25982E-05
Microbat	ENSMLUG00000015521	FAS	0.683717	0.0123814
Microbat	ENSMLUG00000001897	SSBP2	0.68263	7.59456E-07
Microbat	ENSMLUG00000014242	PRKAA1	0.68242	4.62579E-06
Microbat	ENSMLUG00000000931	IFI30	0.677522	6.68639E-05
Microbat	ENSMLUG00000006740	AFAP1	0.677286	0.00558941
Microbat	ENSMLUG00000001420	FLI1	0.676893	0.00516882
Microbat	ENSMLUG00000016460	DTNBP1	0.67681	0.0180663
Microbat	ENSMLUG00000007717	NA	0.676153	0.0126195
Microbat	ENSMLUG00000009474	CPEB3	0.67574	0.0142861
Microbat	ENSMLUG00000003585	PHF6	0.674723	8.27155E-06
Microbat	ENSMLUG00000026341	SLC35A1	0.673396	1.02188E-05
Microbat	ENSMLUG00000013798	PDCD4	0.672691	0.000164207
Microbat	ENSMLUG00000004941	PUS7	0.669349	0.00045828
Microbat	ENSMLUG00000023638	NA	0.669128	0.000201128
Microbat	ENSMLUG00000002721	CNDP2	0.668809	0.00169335
Microbat	ENSMLUG00000004527	TMCC3	0.668086	0.00111981
Microbat	ENSMLUG00000015651	CDC42EP2	0.667749	0.0141589
Microbat	ENSMLUG00000010428	FGF7	0.665744	0.00303392
Microbat	ENSMLUG00000028247	NA	0.664841	0.00409959
Microbat	ENSMLUG00000008893	TENM3	0.663956	0.0293605
Microbat	ENSMLUG00000005478	EBF3	0.659617	0.00180418
Microbat	ENSMLUG00000007048	HOXD10	0.659195	0.00976121
Microbat	ENSMLUG00000000795	METRNL	0.658877	0.0339462
Microbat	ENSMLUG00000013802	MCU	0.657615	0.000146722
Microbat	ENSMLUG00000028011	NA	0.65686	0.00457872
Microbat	ENSMLUG00000015343	ITPRIPL2	0.656583	0.00331688
Microbat	ENSMLUG00000000392	MPST	0.655801	0.0193743
Microbat	ENSMLUG00000012432	NA	0.650757	3.03593E-07
Microbat	ENSMLUG00000013338	NA	0.650147	1.97614E-05
Microbat	ENSMLUG00000009157	ANXA4	0.648139	1.91873E-07
Microbat	ENSMLUG00000009717	TBK1	0.644553	6.46338E-06
Microbat	ENSMLUG00000016496	CHUK	0.644392	1.13714E-05
Microbat	ENSMLUG00000005675	SMG1	0.644114	5.0014E-06
Microbat	ENSMLUG00000010086	NA	0.64407	9.27091E-05
Microbat	ENSMLUG00000005915	TSPAN31	0.641997	1.54439E-06
Microbat	ENSMLUG00000011730	SYNE2	0.640214	0.000096947
Microbat	ENSMLUG00000002077	FANCL	0.639247	0.00453823
Microbat	ENSMLUG00000002929	AIM1	0.639111	3.29454E-05
Microbat	ENSMLUG00000009236	NA	0.638937	0.000201069
Microbat	ENSMLUG00000023083	NA	0.637236	0.000669396
Microbat	ENSMLUG00000017612	TCIRG1	0.636859	0.00835083
Microbat	ENSMLUG00000000607	CMTR2	0.636668	0.000751227
Microbat	ENSMLUG00000023407	ELOVL6	0.636247	0.000568731
Microbat	ENSMLUG00000008780	FOXN3	0.634214	0.00455241
Microbat	ENSMLUG00000011117	PHYHD1	0.634097	0.0421559
Microbat	ENSMLUG00000015669	YWHAG	0.632017	5.39336E-06
Microbat	ENSMLUG00000017449	STAT3	0.631989	6.41611E-06
Microbat	ENSMLUG00000009421	JAG1	0.631688	0.00201643
Microbat	ENSMLUG00000015934	ATL1	0.629398	0.00106067
Microbat	ENSMLUG00000005617	DMXL2	0.626386	1.72128E-05
Microbat	ENSMLUG00000003967	NA	0.625212	0.0100066
Microbat	ENSMLUG00000010555	PVRL2	0.623467	0.0474504
Microbat	ENSMLUG00000023069	NA	0.62252	0.000753477
Microbat	ENSMLUG00000001015	SERPINE1	0.622335	4.74872E-06
Microbat	ENSMLUG00000005464	TM9SF2	0.621028	2.33139E-05
Microbat	ENSMLUG00000013636	TRAM2	0.619887	2.38693E-05
Microbat	ENSMLUG00000012837	NA	0.619749	0.000207869
Microbat	ENSMLUG00000015692	NA	0.618799	0.00560091
Microbat	ENSMLUG00000005024	NFE2L1	0.617781	4.88034E-05
Microbat	ENSMLUG00000002933	GRAMD3	0.616995	1.62656E-06
Microbat	ENSMLUG00000008730	ENTPD5	0.615037	0.000503945
Microbat	ENSMLUG00000009230	C1R	0.614126	9.03019E-06
Microbat	ENSMLUG00000008041	PLA1A	0.613167	0.0128039
Microbat	ENSMLUG00000009251	NA	0.611963	1.51396E-06
Microbat	ENSMLUG00000013649	CRYZL1	0.611933	4.39832E-05
Microbat	ENSMLUG00000028456	VAMP5	0.611817	0.0202562
Microbat	ENSMLUG00000000494	LCOR	0.609693	0.0192226
Microbat	ENSMLUG00000025817	NA	0.609489	0.043327
Microbat	ENSMLUG00000000157	CCBL2	0.60802	0.00064176
Microbat	ENSMLUG00000011394	ATOH8	0.604346	0.024656
Microbat	ENSMLUG00000014327	IFFO1	0.604097	0.0292541
Microbat	ENSMLUG00000000354	NT5DC3	0.604037	0.0412956
Microbat	ENSMLUG00000017230	MLXIP	0.603988	0.0274834
Microbat	ENSMLUG00000003848	RWDD2A	0.602742	0.00518999
Microbat	ENSMLUG00000006574	KIF16B	0.602638	0.000173771
Microbat	ENSMLUG00000017089	NFKBIZ	0.598672	0.00128326
Microbat	ENSMLUG00000012514	SFMBT1	0.596644	0.0479729
Microbat	ENSMLUG00000016722	TTC27	0.595652	0.00082342
Microbat	ENSMLUG00000010521	UBE2J1	0.595527	7.4482E-06
Microbat	ENSMLUG00000010051	SH3BGRL	0.594814	0.000427809
Microbat	ENSMLUG00000009336	LRRK2	0.594378	8.67315E-06
Microbat	ENSMLUG00000003295	SAP30	0.594039	0.000184136
Microbat	ENSMLUG00000015926	THG1L	0.592582	0.027616
Microbat	ENSMLUG00000003862	SLC6A6	0.591762	0.00740777
Microbat	ENSMLUG00000002310	NA	0.589641	0.0342818
Microbat	ENSMLUG00000016338	TMEM63A	0.589511	0.000990548
Microbat	ENSMLUG00000009348	FAM129A	0.589033	7.07049E-05
Microbat	ENSMLUG00000025586	RHOC	0.58846	0.0070389
Microbat	ENSMLUG00000009937	RAB10	0.587727	6.04822E-06
Microbat	ENSMLUG00000012057	MYLIP	0.586516	0.000844523
Microbat	ENSMLUG00000010465	ATP11A	0.585834	0.000150687
Microbat	ENSMLUG00000017422	NA	0.585348	0.00106067
Microbat	ENSMLUG00000013366	NA	0.585104	0.0118067
Microbat	ENSMLUG00000014034	CCND3	0.584946	0.0186352
Microbat	ENSMLUG00000000659	RBMS3	0.582071	0.00482549
Microbat	ENSMLUG00000028987	CHAC1	0.581629	0.0421559
Microbat	ENSMLUG00000023986	NA	0.580634	0.00182124
Microbat	ENSMLUG00000014073	CALCOCO2	0.578148	2.47176E-06
Microbat	ENSMLUG00000009232	GRIPAP1	0.576022	2.38595E-05
Microbat	ENSMLUG00000017087	TMEM243	0.574221	0.0156175
Microbat	ENSMLUG00000005423	BFAR	0.571636	0.00077657
Microbat	ENSMLUG00000001175	NA	0.571188	0.0329103
Microbat	ENSMLUG00000008258	PANK2	0.571122	0.0158415
Microbat	ENSMLUG00000002161	MTIF3	0.568763	0.0128345
Microbat	ENSMLUG00000015363	PSD3	0.567956	0.00302832
Microbat	ENSMLUG00000012015	KAT2A	0.567535	9.11714E-05
Microbat	ENSMLUG00000008230	MEF2C	0.566619	4.74683E-05
Microbat	ENSMLUG00000001516	UBR4	0.565619	0.00108915
Microbat	ENSMLUG00000028580	GSKIP	0.565189	0.0058192
Microbat	ENSMLUG00000013192	NA	0.562943	0.0119253
Microbat	ENSMLUG00000010171	DNPEP	0.561489	0.00369178
Microbat	ENSMLUG00000002325	NA	0.559194	0.0196686
Microbat	ENSMLUG00000001165	CLIC4	0.556821	8.66466E-05
Microbat	ENSMLUG00000005710	UBE2D1	0.556104	0.033665
Microbat	ENSMLUG00000000465	CREBRF	0.555413	0.00295509
Microbat	ENSMLUG00000006140	VCP	0.5552	0.000483568
Microbat	ENSMLUG00000000043	NA	0.555157	0.00012246
Microbat	ENSMLUG00000009170	RASSF3	0.554696	0.00255933
Microbat	ENSMLUG00000009908	MAP4K5	0.553411	0.000243642
Microbat	ENSMLUG00000004745	ENC1	0.552763	0.0051319
Microbat	ENSMLUG00000004404	JKAMP	0.552674	0.000103473
Microbat	ENSMLUG00000016266	SYNJ2BP-COX16 	0.551434	0.000369013
Microbat	ENSMLUG00000007305	FOXS1	0.549464	0.0412956
Microbat	ENSMLUG00000013183	CLIC5	0.547931	0.0469215
Microbat	ENSMLUG00000015760	MAP4K3	0.54648	0.00295509
Microbat	ENSMLUG00000007994	NA	0.544954	0.00524206
Microbat	ENSMLUG00000013691	TMCO4	0.544849	0.00579805
Microbat	ENSMLUG00000000546	NA	0.544674	0.00309529
Microbat	ENSMLUG00000011535	ACKR3	0.544329	0.042315
Microbat	ENSMLUG00000013371	PKN2	0.54428	0.000478699
Microbat	ENSMLUG00000012927	TCF4	0.543216	1.17349E-05
Microbat	ENSMLUG00000008862	ID3	0.542949	0.00165483
Microbat	ENSMLUG00000007324	DUSP15	0.542692	0.0151578
Microbat	ENSMLUG00000016737	SPPL2A	0.542642	0.000422942
Microbat	ENSMLUG00000007374	PTCD2	0.541101	0.00355222
Microbat	ENSMLUG00000017055	IL13RA1	0.536887	0.000443094
Microbat	ENSMLUG00000004923	KCTD6	0.535816	0.0115775
Microbat	ENSMLUG00000023671	NA	0.535692	0.00314631
Microbat	ENSMLUG00000001336	NA	0.535517	0.00387096
Microbat	ENSMLUG00000006857	FBN1	0.535384	0.00017252
Microbat	ENSMLUG00000007494	THSD7A	0.533834	0.0136565
Microbat	ENSMLUG00000000887	GMPR	0.532745	0.00193719
Microbat	ENSMLUG00000023429	RMI1	0.531941	0.0229415
Microbat	ENSMLUG00000010710	UBXN7	0.530602	0.000276121
Microbat	ENSMLUG00000013262	NA	0.529959	0.034391
Microbat	ENSMLUG00000006264	ALG13	0.529356	0.0409772
Microbat	ENSMLUG00000017439	RFX2	0.529143	0.0221269
Microbat	ENSMLUG00000000489	UHRF2	0.528357	5.86499E-05
Microbat	ENSMLUG00000013695	NPR3	0.527614	0.00421876
Microbat	ENSMLUG00000017773	ZNF174	0.526968	0.00740777
Microbat	ENSMLUG00000006173	ADM	0.52599	0.00584371
Microbat	ENSMLUG00000002405	CDK17	0.521889	0.00413891
Microbat	ENSMLUG00000003142	ABHD10	0.521577	0.00235109
Microbat	ENSMLUG00000006040	ACSS2	0.521449	0.0115786
Microbat	ENSMLUG00000023548	TRIM62	0.520886	0.0245594
Microbat	ENSMLUG00000000335	STAB2	0.520498	0.0313791
Microbat	ENSMLUG00000007650	PLA2G4A	0.519777	0.000515767
Microbat	ENSMLUG00000007663	CACHD1	0.519423	0.00976121
Microbat	ENSMLUG00000009212	LPCAT3	0.519152	0.000134882
Microbat	ENSMLUG00000024714	FGGY	0.518464	0.0248474
Microbat	ENSMLUG00000000705	CSF1	0.516173	0.0112338
Microbat	ENSMLUG00000017220	ZDHHC7	0.516028	0.00603993
Microbat	ENSMLUG00000026153	ARHGAP5	0.515852	0.000261169
Microbat	ENSMLUG00000013069	AXL	0.513178	0.00725775
Microbat	ENSMLUG00000005130	CBX4	0.512641	0.00775097
Microbat	ENSMLUG00000015663	PDIK1L	0.512401	0.0417009
Microbat	ENSMLUG00000028357	C1S	0.511788	8.72645E-05
Microbat	ENSMLUG00000000912	VDR	0.509552	0.0128189
Microbat	ENSMLUG00000000421	NA	0.509438	0.0306364
Microbat	ENSMLUG00000001485	SRD5A3	0.508185	0.00462353
Microbat	ENSMLUG00000014221	ATXN7	0.506876	0.0065957
Microbat	ENSMLUG00000002375	ZDHHC17	0.50672	0.0182164
Microbat	ENSMLUG00000002114	WSB2	0.506657	0.034391
Microbat	ENSMLUG00000009074	ZHX2	0.506309	0.0209859
Microbat	ENSMLUG00000004815	NA	0.505949	0.00582378
Microbat	ENSMLUG00000013118	CERS6	0.504751	0.042714
Microbat	ENSMLUG00000002337	SIX1	0.50411	0.0100761
Microbat	ENSMLUG00000006782	ESCO2	0.503537	0.00417601
Microbat	ENSMLUG00000016105	B4GALT1	0.502882	0.00186055
Microbat	ENSMLUG00000028779	NA	0.502421	0.00413891
Microbat	ENSMLUG00000002739	ICK	0.501253	0.00402093
Microbat	ENSMLUG00000009796	CAPZA1	0.501217	0.00011262
Microbat	ENSMLUG00000012905	BCL6	0.496017	0.00422568
Microbat	ENSMLUG00000006661	PRICKLE1	0.495873	0.00158663
Microbat	ENSMLUG00000017176	HELB	0.495687	0.039801
Microbat	ENSMLUG00000011289	NR3C1	0.495113	0.000826506
Microbat	ENSMLUG00000017790	PPA1	0.494993	0.00102825
Microbat	ENSMLUG00000015489	ELOVL5	0.494108	0.00196765
Microbat	ENSMLUG00000004194	NAA16	0.492938	0.0139171
Microbat	ENSMLUG00000012281	FAM13A	0.492737	0.00442263
Microbat	ENSMLUG00000003570	ADAMTS6	0.492161	0.000210865
Microbat	ENSMLUG00000004381	MTHFD2	0.49205	0.00526288
Microbat	ENSMLUG00000008762	RBMS1	0.489073	0.000227583
Microbat	ENSMLUG00000016096	LNPEP	0.488953	0.000462384
Microbat	ENSMLUG00000024937	NA	0.486629	0.0106858
Microbat	ENSMLUG00000014239	ZBTB20	0.484935	0.0453401
Microbat	ENSMLUG00000014617	NA	0.484879	0.0460207
Microbat	ENSMLUG00000006997	HOXD13	0.484696	0.0288832
Microbat	ENSMLUG00000007220	SLC41A2	0.484355	0.0309856
Microbat	ENSMLUG00000005010	IQSEC2	0.484145	0.00731815
Microbat	ENSMLUG00000006840	FXR1	0.48388	0.000359065
Microbat	ENSMLUG00000001696	NA	0.483628	0.0166835
Microbat	ENSMLUG00000015036	NR2F2	0.48266	0.0470855
Microbat	ENSMLUG00000016611	TTC39B	0.481074	0.00245441
Microbat	ENSMLUG00000005420	BRCC3	0.480788	0.0084247
Microbat	ENSMLUG00000029059	NA	0.480617	0.000477829
Microbat	ENSMLUG00000015123	PDE4A	0.479938	0.0488377
Microbat	ENSMLUG00000013439	GCLM	0.479847	0.000631169
Microbat	ENSMLUG00000000492	ATP11B	0.478867	0.000228213
Microbat	ENSMLUG00000013483	CLEC16A	0.478599	0.00922639
Microbat	ENSMLUG00000000888	NA	0.478405	0.00178344
Microbat	ENSMLUG00000015327	ST7	0.477857	0.00708656
Microbat	ENSMLUG00000009598	TBC1D9	0.477026	0.0018972
Microbat	ENSMLUG00000029040	ATG4C	0.475795	0.0107304
Microbat	ENSMLUG00000013354	NA	0.475483	0.000803576
Microbat	ENSMLUG00000000213	ZNF143	0.473832	0.00862066
Microbat	ENSMLUG00000008606	RNF19A	0.473131	0.00149652
Microbat	ENSMLUG00000013960	TSHZ2	0.472896	0.0413728
Microbat	ENSMLUG00000006033	KTN1	0.469962	0.000599129
Microbat	ENSMLUG00000024451	NA	0.468616	0.0250957
Microbat	ENSMLUG00000017680	CAV2	0.468425	0.00754344
Microbat	ENSMLUG00000017117	NA	0.468295	0.0293605
Microbat	ENSMLUG00000012889	TMEM47	0.467956	0.00272271
Microbat	ENSMLUG00000007263	ALDH1L2	0.466656	0.00740777
Microbat	ENSMLUG00000002886	ASCC3	0.465995	0.00147829
Microbat	ENSMLUG00000008018	ATP11C	0.465289	0.00879932
Microbat	ENSMLUG00000013773	DUSP5	0.46362	0.0269461
Microbat	ENSMLUG00000003355	KIF18A	0.462635	0.0207425
Microbat	ENSMLUG00000006996	FYCO1	0.462373	0.0105713
Microbat	ENSMLUG00000012494	IKZF2	0.462156	0.040361
Microbat	ENSMLUG00000013456	ALDH1A3	0.462143	0.039223
Microbat	ENSMLUG00000016329	GTF2H1	0.461951	0.00584319
Microbat	ENSMLUG00000007832	PDGFRL	0.459042	0.00413916
Microbat	ENSMLUG00000013792	UGGT2	0.459033	0.0049247
Microbat	ENSMLUG00000027687	IPO7	0.458463	0.00387096
Microbat	ENSMLUG00000008459	ANKRA2	0.458302	0.0276635
Microbat	ENSMLUG00000013992	RC3H2	0.456358	0.00346034
Microbat	ENSMLUG00000016086	DNAJA1	0.455338	0.000753477
Microbat	ENSMLUG00000013176	TET2	0.45465	0.00409959
Microbat	ENSMLUG00000000228	UPF2	0.453417	0.00305666
Microbat	ENSMLUG00000006995	TIPARP	0.453335	0.000885283
Microbat	ENSMLUG00000024083	NA	0.45305	0.00539168
Microbat	ENSMLUG00000009661	ANKRD16	0.452464	0.0317584
Microbat	ENSMLUG00000008067	ARHGAP10	0.451858	0.00838336
Microbat	ENSMLUG00000011045	CHMP5	0.450626	0.00173479
Microbat	ENSMLUG00000008831	CYP2U1	0.44992	0.000494878
Microbat	ENSMLUG00000005610	DST	0.447547	0.000671588
Microbat	ENSMLUG00000001275	PEA15	0.447237	0.0306819
Microbat	ENSMLUG00000009199	OSBPL9	0.446121	0.0130202
Microbat	ENSMLUG00000005855	TMED5	0.44556	0.0292541
Microbat	ENSMLUG00000012653	VPS26A	0.445464	0.0321526
Microbat	ENSMLUG00000014107	IFT46	0.444704	0.00896349
Microbat	ENSMLUG00000006488	CD302	0.444547	0.0155741
Microbat	ENSMLUG00000000710	ACSS1	0.444025	0.045427
Microbat	ENSMLUG00000014495	ENDOD1	0.443138	0.0241728
Microbat	ENSMLUG00000007043	MAP3K5	0.443095	0.00582546
Microbat	ENSMLUG00000008114	RASA3	0.442652	0.00943995
Microbat	ENSMLUG00000002673	PCGF1	0.441843	0.0287579
Microbat	ENSMLUG00000012620	NA	0.441801	0.0320947
Microbat	ENSMLUG00000015791	NA	0.440773	0.00406522
Microbat	ENSMLUG00000003249	STK38L	0.44072	0.01103
Microbat	ENSMLUG00000027946	NA	0.440374	0.00156276
Microbat	ENSMLUG00000016033	LITAF	0.43972	0.0116926
Microbat	ENSMLUG00000013393	ARHGAP29	0.437619	0.000902918
Microbat	ENSMLUG00000002623	FAXDC2	0.436906	0.0250436
Microbat	ENSMLUG00000023004	NA	0.436349	0.00402923
Microbat	ENSMLUG00000011306	ZNF462	0.43619	0.0236299
Microbat	ENSMLUG00000011714	STX11	0.435686	0.0209728
Microbat	ENSMLUG00000003797	PARP4	0.433633	0.00603993
Microbat	ENSMLUG00000025497	UBOX5	0.433598	0.034013
Microbat	ENSMLUG00000003841	PGM3	0.43312	0.010422
Microbat	ENSMLUG00000013947	CLDND1	0.432973	0.0041422
Microbat	ENSMLUG00000004206	SOCS5	0.432512	0.0197428
Microbat	ENSMLUG00000023608	YES1	0.432266	0.017933
Microbat	ENSMLUG00000016039	CTBS	0.432209	0.00619182
Microbat	ENSMLUG00000010571	RAP1A	0.430721	0.00473226
Microbat	ENSMLUG00000014795	KLF4	0.430433	0.00879932
Microbat	ENSMLUG00000007160	PTGFRN	0.4288	0.0382487
Microbat	ENSMLUG00000000510	CFAP97	0.428687	0.0493475
Microbat	ENSMLUG00000005530	SIPA1L1	0.428462	0.00265321
Microbat	ENSMLUG00000010990	PAPD4	0.424881	0.0070152
Microbat	ENSMLUG00000024559	PPP2R3C	0.424178	0.00998381
