gene_name	gene_biotype	num_isoforms_total	num_protein_coding_isoforms	num_retained_intron_isoforms	num_nonsense_mediated_decay_isoforms	num_protein_coding_CDS_not_defined_isoforms	num_non_coding_isoforms	source
ENSG00000306205	lncRNA	1	0	0	0	0	1	ensembl
ZNF710	protein_coding	5	4	0	0	1	0	ensembl
MIR3174	miRNA	1	0	0	0	0	1	ensembl
ENSG00000273691	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000298906	lncRNA	1	0	0	0	0	1	ensembl
ZNF710-AS1	lncRNA	2	0	0	0	0	2	ensembl
IDH2	protein_coding	4	3	0	1	0	0	ensembl
IDH2-DT	lncRNA	12	0	0	0	0	12	ensembl
SEMA4B	protein_coding	20	9	7	2	2	0	ensembl
RN7SL346P	misc_RNA	1	0	0	0	0	1	ensembl
CIB1	protein_coding	11	3	6	0	2	0	ensembl
GDPGP1	protein_coding	4	4	0	0	0	0	ensembl
ENSG00000284626	protein_coding	2	0	0	1	1	0	ensembl
TTLL13	protein_coding	6	2	1	2	1	0	ensembl
ENSG00000261147	protein_coding	1	0	0	1	0	0	ensembl
ENSG00000310494	lncRNA	1	0	0	0	0	1	ensembl
NGRN	protein_coding	3	2	0	0	1	0	ensembl
ENSG00000275674	protein_coding	1	1	0	0	0	0	ensembl
ENSG00000275345	lncRNA	1	0	0	0	0	1	ensembl
RN7SL736P	misc_RNA	1	0	0	0	0	1	ensembl
ENSG00000310483	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000310490	lncRNA	1	0	0	0	0	1	ensembl
GABARAPL3	TEC	1	0	0	0	0	1	ensembl
ZNF774	protein_coding	5	3	0	1	1	0	ensembl
IQGAP1	protein_coding	18	5	11	1	1	0	ensembl
ENSG00000259177	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000294049	lncRNA	1	0	0	0	0	1	ensembl
CRTC3	protein_coding	18	4	2	4	8	0	ensembl
ENSG00000259212	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000259314	lncRNA	1	0	0	0	0	1	ensembl
CRTC3-AS1	lncRNA	19	0	0	0	0	19	ensembl
ENSG00000285560	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000278370	lncRNA	1	0	0	0	0	1	ensembl
LINC01585	lncRNA	4	0	0	0	0	4	ensembl
BLM	protein_coding	13	5	2	1	5	0	ensembl
ENSG00000300894	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000287061	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000298687	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000259704	lncRNA	16	0	0	0	0	16	ensembl
RN7SL363P	misc_RNA	1	0	0	0	0	1	ensembl
ENSG00000294486	lncRNA	2	0	0	0	0	2	ensembl
FURIN	protein_coding	10	5	1	3	1	0	ensembl
FES	protein_coding	17	9	5	2	1	0	ensembl
ENSG00000303673	lncRNA	1	0	0	0	0	1	ensembl
MAN2A2	protein_coding	30	12	8	4	6	0	ensembl
ENSG00000259661	lncRNA	1	0	0	0	0	1	ensembl
HDDC3	protein_coding	10	5	3	0	2	0	ensembl
UNC45A	protein_coding	17	4	9	1	3	0	ensembl
RCCD1-AS1	lncRNA	1	0	0	0	0	1	ensembl
RCCD1	protein_coding	10	4	4	1	1	0	ensembl
PRC1	protein_coding	19	9	8	0	2	0	ensembl
ENSG00000284946	protein_coding	2	0	0	2	0	0	ensembl
PRC1-AS1	lncRNA	6	0	0	0	0	6	ensembl
VPS33B-DT	lncRNA	13	0	0	0	0	13	ensembl
VPS33B	protein_coding	8	2	4	1	1	0	ensembl
ENSG00000305322	lncRNA	4	0	0	0	0	4	ensembl
ENSG00000285661	lncRNA	1	0	0	0	0	1	ensembl
SV2B	protein_coding	6	3	1	1	1	0	ensembl
ENSG00000301795	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000285883	lncRNA	1	0	0	0	0	1	ensembl
CRAT37	lncRNA	18	0	0	0	0	18	ensembl
ENSG00000289066	lncRNA	7	0	0	0	0	7	ensembl
ENSG00000258954	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000258765	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000304362	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000299997	lncRNA	9	0	0	0	0	9	ensembl
ENSG00000299260	lncRNA	2	0	0	0	0	2	ensembl
SLCO3A1	protein_coding	13	3	3	2	5	0	ensembl
ENSG00000300129	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000294452	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000304457	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000260661	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000258761	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000300206	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000309057	lncRNA	5	0	0	0	0	5	ensembl
ST8SIA2	protein_coding	4	3	1	0	0	0	ensembl
ENSG00000239197	snoRNA	1	0	0	0	0	1	ensembl
ENSG00000309186	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000259170	lncRNA	6	0	0	0	0	6	ensembl
C15orf32	lncRNA	4	0	0	0	0	4	ensembl
LINC00930	lncRNA	5	0	0	0	0	5	ensembl
ENSG00000301104	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000258676	lncRNA	11	0	0	0	0	11	ensembl
ENSG00000260337	lncRNA	5	0	0	0	0	5	ensembl
ENSG00000271763	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000305672	lncRNA	2	0	0	0	0	2	ensembl
FAM174B	protein_coding	12	8	1	0	3	0	ensembl
ENSG00000305093	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000275965	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000305115	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000272298	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000293323	lncRNA	4	0	0	0	0	4	ensembl
ENSG00000296445	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000260361	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000258922	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000274215	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000306297	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000306260	lncRNA	2	0	0	0	0	2	ensembl
CHASERR	lncRNA	20	0	2	0	0	18	ensembl
ENSG00000289200	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000288872	lncRNA	2	0	0	0	0	2	ensembl
CHD2	protein_coding	34	11	4	11	8	0	ensembl
ENSG00000294839	lncRNA	1	0	0	0	0	1	ensembl
MIR3175	miRNA	1	0	0	0	0	1	ensembl
ENSG00000289017	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000303061	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000257060	lncRNA	80	0	0	0	0	80	ensembl
RGMA	protein_coding	13	9	1	1	2	0	ensembl
ENSG00000285663	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000258888	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000258909	lncRNA	1	0	0	0	0	1	ensembl
LINC01579	lncRNA	27	0	0	0	0	27	ensembl
LINC02207	lncRNA	99	0	0	0	0	99	ensembl
LINC01581	lncRNA	3	0	0	0	0	3	ensembl
MCTP2	protein_coding	9	4	2	1	2	0	ensembl
ENSG00000287950	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000259331	lncRNA	3	0	0	0	0	3	ensembl
LINC02852	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000295705	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000294709	lncRNA	9	0	0	0	0	9	ensembl
ENSG00000286917	lncRNA	5	0	0	0	0	5	ensembl
ENSG00000294319	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000293024	lncRNA	12	0	0	0	0	12	ensembl
ENSG00000298450	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000270017	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000289464	lncRNA	8	0	0	0	0	8	ensembl
ENSG00000258433	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000258773	lncRNA	18	0	0	0	0	18	ensembl
LETR1	lncRNA	48	0	0	0	0	48	ensembl
ENSG00000297304	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000280304	TEC	1	0	0	0	0	1	ensembl
ENSG00000285700	lncRNA	2	0	0	0	0	2	ensembl
LINC00924	lncRNA	76	0	0	0	0	76	ensembl
ENSG00000309473	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000258489	lncRNA	12	0	0	0	0	12	ensembl
ENSG00000309492	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000309432	lncRNA	6	0	0	0	0	6	ensembl
ENSG00000275016	lncRNA	13	0	0	0	0	13	ensembl
RNU2-3P	snRNA	1	0	0	0	0	1	ensembl
ENSG00000309506	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000300034	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000300007	lncRNA	15	0	0	0	0	15	ensembl
ENSG00000275443	lncRNA	27	0	0	0	0	27	ensembl
ENSG00000259702	lncRNA	17	0	0	0	0	17	ensembl
NR2F2-AS1	lncRNA	156	0	0	0	0	156	ensembl
ENSG00000280048	TEC	1	0	0	0	0	1	ensembl
ENSG00000277135	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000278146	lncRNA	1	0	0	0	0	1	ensembl
LINC02157	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000280291	TEC	1	0	0	0	0	1	ensembl
NR2F2	protein_coding	5	5	0	0	0	0	ensembl
MIR1469	miRNA	1	0	0	0	0	1	ensembl
ENSG00000275322	lncRNA	6	0	0	0	0	6	ensembl
ENSG00000259275	lncRNA	17	0	0	0	0	17	ensembl
ENSG00000296996	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000259542	lncRNA	5	0	0	0	0	5	ensembl
ENSG00000304641	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000259312	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000259534	lncRNA	3	0	0	0	0	3	ensembl
RN7SKP254	misc_RNA	1	0	0	0	0	1	ensembl
ENSG00000297815	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000297840	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000293972	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000307689	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000294403	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000291301	lncRNA	2	0	0	0	0	2	ensembl
SPATA8-AS1	lncRNA	7	0	0	0	0	7	ensembl
ENSG00000294442	lncRNA	1	0	0	0	0	1	ensembl
SPATA8	lncRNA	11	0	1	0	0	10	ensembl
ENSG00000308513	lncRNA	1	0	0	0	0	1	ensembl
RN7SKP181	misc_RNA	1	0	0	0	0	1	ensembl
ENSG00000295302	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000308250	lncRNA	1	0	0	0	0	1	ensembl
LINC02253	lncRNA	55	0	0	0	0	55	ensembl
ENSG00000296623	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000296711	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000296647	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000259403	lncRNA	2	0	0	0	0	2	ensembl
LINC00923	lncRNA	102	0	0	0	0	102	ensembl
RN7SL677P	misc_RNA	1	0	0	0	0	1	ensembl
ENSG00000296689	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000296667	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000287267	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000287321	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000259199	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000259870	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000287000	lncRNA	1	0	0	0	0	1	ensembl
ARRDC4	protein_coding	1	1	0	0	0	0	ensembl
ENSG00000304399	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000259478	lncRNA	5	0	0	0	0	5	ensembl
LINC02251	lncRNA	14	0	0	0	0	14	ensembl
LINC01582	lncRNA	12	0	0	0	0	12	ensembl
RNU6-1186P	snRNA	1	0	0	0	0	1	ensembl
ENSG00000259320	lncRNA	7	0	0	0	0	7	ensembl
ENSG00000305856	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000305874	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000259041	lncRNA	1	0	0	0	0	1	ensembl
LINC02351	lncRNA	15	0	0	0	0	15	ensembl
FAM169BP	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000293388	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000300802	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000297350	lncRNA	2	0	0	0	0	2	ensembl
IRAIN	lncRNA	10	0	0	0	0	10	ensembl
ENSG00000297382	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000278022	lncRNA	4	0	0	0	0	4	ensembl
IGF1R	protein_coding	17	4	3	1	9	0	ensembl
ENSG00000303526	lncRNA	1	0	0	0	0	1	ensembl
MIR4714	miRNA	1	0	0	0	0	1	ensembl
ENSG00000287191	lncRNA	6	0	0	0	0	6	ensembl
ENSG00000259621	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000304780	lncRNA	1	0	0	0	0	1	ensembl
SYNM-AS1	lncRNA	3	0	0	0	0	3	ensembl
PGPEP1L	protein_coding	3	3	0	0	0	0	ensembl
LUNAR1	lncRNA	25	0	0	0	0	25	ensembl
ENSG00000299345	lncRNA	1	0	0	0	0	1	ensembl
SYNM	protein_coding	4	4	0	0	0	0	ensembl
SYNM-AS2	lncRNA	1	0	0	0	0	1	ensembl
TTC23	protein_coding	19	12	3	2	2	0	ensembl
TTC23-AS1	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000259921	lncRNA	1	0	0	0	0	1	ensembl
LRRC28	protein_coding	22	7	5	4	6	0	ensembl
LINC02244	lncRNA	11	0	0	0	0	11	ensembl
LINC03080	lncRNA	12	0	0	0	0	12	ensembl
ENSG00000274294	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000305924	lncRNA	4	0	0	0	0	4	ensembl
ENSG00000307638	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000307658	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000310039	lncRNA	9	0	0	0	0	9	ensembl
ENSG00000286893	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000310077	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000279846	TEC	1	0	0	0	0	1	ensembl
ENSG00000310056	lncRNA	4	0	0	0	0	4	ensembl
ENSG00000296016	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000305595	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000310223	lncRNA	1	0	0	0	0	1	ensembl
MEF2A	protein_coding	18	14	3	0	1	0	ensembl
LYSMD4	protein_coding	12	7	2	0	3	0	ensembl
ENSG00000307834	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000303218	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000290767	lncRNA	9	0	0	0	0	9	ensembl
RN7SL484P	misc_RNA	1	0	0	0	0	1	ensembl
ENSG00000259363	lncRNA	51	0	0	0	0	51	ensembl
ADAMTS17	protein_coding	9	3	2	1	3	0	ensembl
ENSG00000259219	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000259356	lncRNA	1	0	0	0	0	1	ensembl
SPATA41	lncRNA	8	0	0	0	0	8	ensembl
ENSG00000295388	lncRNA	6	0	0	0	0	6	ensembl
CERS3-AS1	lncRNA	3	0	0	0	0	3	ensembl
CERS3	protein_coding	9	6	2	0	1	0	ensembl
ENSG00000270127	lncRNA	1	0	0	0	0	1	ensembl
RNU6-322P	snRNA	1	0	0	0	0	1	ensembl
ENSG00000259540	lncRNA	3	0	0	0	0	3	ensembl
LINS1	protein_coding	14	8	1	1	4	0	ensembl
RNU6-181P	snRNA	1	0	0	0	0	1	ensembl
ASB7	protein_coding	4	3	1	0	0	0	ensembl
ENSG00000259579	lncRNA	13	0	0	0	0	13	ensembl
ENSG00000301132	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000300320	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000279588	TEC	2	0	0	0	0	2	ensembl
ENSG00000300302	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000294907	lncRNA	2	0	0	0	0	2	ensembl
GCAWKR	lncRNA	23	0	0	0	0	23	ensembl
ENSG00000303930	lncRNA	1	0	0	0	0	1	ensembl
ALDH1A3	protein_coding	8	4	1	1	2	0	ensembl
ENSG00000303942	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000278456	lncRNA	1	0	0	0	0	1	ensembl
ALDH1A3-AS1	lncRNA	10	0	0	0	0	10	ensembl
LRRK1	protein_coding	11	3	3	3	2	0	ensembl
ENSG00000297636	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000259755	lncRNA	8	0	0	0	0	8	ensembl
ENSG00000287892	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000259365	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000298394	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000308955	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000309660	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000259182	lncRNA	17	0	0	0	0	17	ensembl
CHSY1	protein_coding	6	1	1	1	3	0	ensembl
ENSG00000296262	lncRNA	1	0	0	0	0	1	ensembl
SELENOS	protein_coding	8	4	4	0	0	0	ensembl
SNRPA1	protein_coding	15	3	6	1	5	0	ensembl
PCSK6	protein_coding	29	16	6	1	6	0	ensembl
SNRPA1-DT	lncRNA	5	0	0	0	0	5	ensembl
ENSG00000279970	TEC	1	0	0	0	0	1	ensembl
PCSK6-AS1	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000293910	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000274139	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000289271	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000277210	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000282793	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000296638	lncRNA	1	0	0	0	0	1	ensembl
LINC02348	lncRNA	4	0	0	0	0	4	ensembl
TM2D3	protein_coding	16	6	5	2	3	0	ensembl
RNU6-807P	snRNA	1	0	0	0	0	1	ensembl
ENSG00000289028	lncRNA	1	0	0	0	0	1	ensembl
TARS3	protein_coding	7	2	1	2	2	0	ensembl
UBE2Q2P13	lncRNA	23	0	0	0	0	23	ensembl
ENSG00000291225	lncRNA	13	0	0	0	0	13	ensembl
RN7SL209P	misc_RNA	1	0	0	0	0	1	ensembl
OR4F6	protein_coding	1	1	0	0	0	0	ensembl
OR4F15	protein_coding	1	1	0	0	0	0	ensembl
OR4F13P	lncRNA	1	0	0	0	0	1	ensembl
OR4F4	protein_coding	1	1	0	0	0	0	ensembl
ENSG00000290822	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000296851	lncRNA	5	0	0	0	0	5	ensembl
FAM138E	lncRNA	7	0	0	0	0	7	ensembl
ENSG00000259553	lncRNA	7	0	0	0	0	7	ensembl
ENSG00000290823	lncRNA	179	0	0	0	0	179	ensembl
MIR1302-10	miRNA	1	0	0	0	0	1	ensembl
MIR6859-3	miRNA	1	0	0	0	0	1	ensembl
ENSG00000306644	lncRNA	6	0	0	0	0	6	ensembl
ENSG00000260803	lncRNA	8	0	0	0	0	8	ensembl
MIR6859-4	miRNA	1	0	0	0	0	1	ensembl
WASIR2	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000309539	lncRNA	1	0	0	0	0	1	ensembl
POLR3K	protein_coding	2	1	1	0	0	0	ensembl
SNRNP25	protein_coding	7	3	2	1	1	0	ensembl
RHBDF1	protein_coding	11	4	5	2	0	0	ensembl
ENSG00000305760	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000278995	TEC	1	0	0	0	0	1	ensembl
MPG	protein_coding	5	4	0	0	1	0	ensembl
NPRL3	protein_coding	13	4	2	6	1	0	ensembl
ENSG00000269482	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000228779	lncRNA	1	0	0	0	0	1	ensembl
HBZ	protein_coding	2	2	0	0	0	0	ensembl
HBM	protein_coding	3	1	0	0	2	0	ensembl
ENSG00000294455	lncRNA	5	0	0	0	0	5	ensembl
HBA2	protein_coding	4	3	1	0	0	0	ensembl
ENSG00000294481	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000294436	lncRNA	7	0	0	0	0	7	ensembl
HBA1	protein_coding	4	2	2	0	0	0	ensembl
HBQ1	protein_coding	1	1	0	0	0	0	ensembl
ENSG00000268836	lncRNA	1	0	0	0	0	1	ensembl
LUC7L	protein_coding	21	10	7	3	1	0	ensembl
ENSG00000294416	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000294399	lncRNA	2	0	0	0	0	2	ensembl
FAM234A	protein_coding	21	14	2	5	0	0	ensembl
RGS11	protein_coding	8	3	4	1	0	0	ensembl
ENSG00000286901	lncRNA	2	0	0	0	0	2	ensembl
ARHGDIG	protein_coding	4	3	1	0	0	0	ensembl
PDIA2	protein_coding	7	4	2	0	1	0	ensembl
AXIN1	protein_coding	5	3	1	0	1	0	ensembl
ENSG00000293702	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000293730	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000305325	lncRNA	2	0	0	0	0	2	ensembl
MRPL28	protein_coding	10	6	4	0	0	0	ensembl
PGAP6	protein_coding	8	5	2	0	1	0	ensembl
ENSG00000293232	lncRNA	2	0	0	0	0	2	ensembl
NME4	protein_coding	12	8	2	2	0	0	ensembl
DECR2	protein_coding	17	5	3	6	3	0	ensembl
ENSG00000276984	lncRNA	1	0	0	0	0	1	ensembl
RAB11FIP3	protein_coding	11	6	5	0	0	0	ensembl
ENSG00000294851	lncRNA	1	0	0	0	0	1	ensembl
LINC00235	lncRNA	1	0	0	0	0	1	ensembl
CAPN15	protein_coding	8	5	1	0	2	0	ensembl
MIR5587	miRNA	1	0	0	0	0	1	ensembl
MIR3176	miRNA	1	0	0	0	0	1	ensembl
ENSG00000261691	lncRNA	1	0	0	0	0	1	ensembl
PRR35	protein_coding	1	1	0	0	0	0	ensembl
ENSG00000297509	lncRNA	1	0	0	0	0	1	ensembl
PIGQ	protein_coding	25	8	4	8	5	0	ensembl
NHLRC4	protein_coding	2	2	0	0	0	0	ensembl
ENSG00000282907	lncRNA	2	0	0	0	0	2	ensembl
RAB40C	protein_coding	12	9	1	2	0	0	ensembl
ENSG00000300130	lncRNA	1	0	0	0	0	1	ensembl
WFIKKN1	protein_coding	2	1	1	0	0	0	ensembl
METTL26	protein_coding	14	9	2	3	0	0	ensembl
MCRIP2	protein_coding	11	2	3	2	4	0	ensembl
ENSG00000309654	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000228201	lncRNA	2	0	0	0	0	2	ensembl
WDR90	protein_coding	25	7	13	1	4	0	ensembl
ENSG00000262528	lncRNA	1	0	0	0	0	1	ensembl
RHOT2	protein_coding	28	5	17	5	1	0	ensembl
RHBDL1	protein_coding	4	3	1	0	0	0	ensembl
STUB1-DT	lncRNA	15	0	0	0	0	15	ensembl
ENSG00000279441	TEC	1	0	0	0	0	1	ensembl
ENSG00000294321	lncRNA	1	0	0	0	0	1	ensembl
STUB1	protein_coding	11	6	3	1	1	0	ensembl
JMJD8	protein_coding	15	3	11	1	0	0	ensembl
WDR24	protein_coding	4	3	1	0	0	0	ensembl
ENSG00000261659	lncRNA	2	0	1	0	0	1	ensembl
FBXL16	protein_coding	4	2	1	0	1	0	ensembl
ENSG00000279255	TEC	1	0	0	0	0	1	ensembl
ENSG00000259840	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000305914	lncRNA	4	0	0	0	0	4	ensembl
METRN	protein_coding	6	4	1	1	0	0	ensembl
ANTKMT	protein_coding	8	4	4	0	0	0	ensembl
CCDC78	protein_coding	18	3	14	0	1	0	ensembl
HAGHL	protein_coding	20	11	4	2	3	0	ensembl
CIAO3	protein_coding	21	6	5	4	6	0	ensembl
ENSG00000305233	lncRNA	5	0	0	0	0	5	ensembl
ENSG00000304518	lncRNA	1	0	0	0	0	1	ensembl
MSLN	protein_coding	8	8	0	0	0	0	ensembl
ENSG00000279136	TEC	1	0	0	0	0	1	ensembl
MSLNL	protein_coding	2	1	1	0	0	0	ensembl
MIR662	miRNA	1	0	0	0	0	1	ensembl
RPUSD1	protein_coding	10	8	0	2	0	0	ensembl
CHTF18	protein_coding	20	5	6	4	5	0	ensembl
GNG13	protein_coding	1	1	0	0	0	0	ensembl
ENSG00000303116	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000305959	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000303776	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000287855	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000275438	lncRNA	1	0	0	0	0	1	ensembl
LMF1	protein_coding	17	6	3	5	3	0	ensembl
ENSG00000260022	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000260316	lncRNA	1	0	0	0	0	1	ensembl
LMF1-AS1	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000276931	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000292433	lncRNA	4	0	0	0	0	4	ensembl
CEROX1	lncRNA	29	0	0	0	0	29	ensembl
SOX8	protein_coding	6	5	1	0	0	0	ensembl
ENSG00000292432	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000260496	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000304873	lncRNA	3	0	0	0	0	3	ensembl
ENSG00000292431	lncRNA	1	0	0	0	0	1	ensembl
SSTR5	protein_coding	4	4	0	0	0	0	ensembl
SSTR5-AS1	lncRNA	7	0	0	0	0	7	ensembl
ENSG00000292430	lncRNA	2	0	0	0	0	2	ensembl
ENSG00000294721	lncRNA	1	0	0	0	0	1	ensembl
C1QTNF8	protein_coding	2	1	1	0	0	0	ensembl
ENSG00000292423	lncRNA	4	0	0	0	0	4	ensembl
ENSG00000260532	lncRNA	8	0	0	0	0	8	ensembl
ENSG00000292400	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000292401	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000273551	lncRNA	1	0	0	0	0	1	ensembl
CACNA1H	protein_coding	35	15	4	15	1	0	ensembl
ENSG00000260403	lncRNA	1	0	0	0	0	1	ensembl
LNCPTCTS	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000261294	lncRNA	1	0	0	0	0	1	ensembl
TPSG1	protein_coding	4	3	1	0	0	0	ensembl
TPSB2	protein_coding	5	3	0	1	1	0	ensembl
ENSG00000292385	lncRNA	2	0	0	0	0	2	ensembl
TPSAB1	protein_coding	7	5	1	0	1	0	ensembl
TPSD1	protein_coding	3	3	0	0	0	0	ensembl
ENSG00000290756	lncRNA	5	0	0	0	0	5	ensembl
ENSG00000260710	lncRNA	29	0	0	0	0	29	ensembl
ENSG00000301302	lncRNA	1	0	0	0	0	1	ensembl
UBE2I	protein_coding	83	44	11	19	9	0	ensembl
ENSG00000274751	lncRNA	1	0	0	0	0	1	ensembl
ENSG00000261505	lncRNA	2	0	0	0	0	2	ensembl
BAIAP3	protein_coding	24	13	7	4	0	0	ensembl
TSR3	protein_coding	2	1	0	1	0	0	ensembl
GNPTG	protein_coding	14	4	7	2	1	0	ensembl
ENSG00000260425	lncRNA	1	0	0	0	0	1	ensembl
UNKL	protein_coding	18	8	4	2	4	0	ensembl
ENSG00000260132	lncRNA	1	0	0	0	0	1	ensembl
UQCC4	protein_coding	2	1	1	0	0	0	ensembl
ENSG00000303433	lncRNA	3	0	0	0	0	3	ensembl
PERCC1	protein_coding	1	1	0	0	0	0	ensembl
